ababalulekile	ababa{lulek}ile
uhlezi	u{hlezi}
uhlobo	u{hlobo}
uhlolwa	u{hlolwa}
uhluleka	u{hluleka}
uhlulekile	u{hlulek}ile
uhlulwa	u{hlulwa}
uhlupheka	u{hlupheka}
uhluphekile	u{hluphek}ile
uhulumeni	u{hulumeni}
uju	u{ju}
uke	uk{e}
ukhala	uk{hala}
ukhamba	uk{hamba}
ukhasha	uk{hasha}
ukhathele	uk{hathel}e
ukhetho	uk{hetho}
ukhiphele	uk{hiphel}e
ukhombisa	uk{hombisa}
ukhona	uk{hona}
ukhukhula	uk{hukhula}
ukhula	uk{hula}
ukhululeke	uk{hululek}e
ukhululekile	uk{hululek}ile
ukhuluma	uk{huluma}
ukhulumela	uk{hulumela}
ukhulume	uk{hulum}e
ukhumbula	uk{humbula}
ukhumbule	uk{humbul}e
ukhwezela	uk{hwezela}
uklebe	uk{leb}e
ukopha	uk{opha}
ukubabona	uku{babona}
ukubafundisa	uku{bafundisa}
ukubakhona	uku{bakhona}
ukubala	uku{bala}
ukubaleka	uku{baleka}
ukubalekela	uku{balekela}
ukubalula	uku{balula}
ukubaluleka	uku{baluleka}
ukubalulela	uku{balulela}
ukubalwa	uku{balwa}
ukubamba	uku{bamba}
ukubambisana	uku{bambis}ana
ukubambisa	uku{bambisa}
ukubanda	uku{banda}
ukubanga	uku{banga}
ukubangela	uku{bangela}
ukubanika	uku{banika}
ukubani	uku{bani}
ukuba	uku{ba}
ukubeka	uku{beka}
ukubekela	uku{bekela}
ukubeke	uku{bek}e
ukubekezela	uku{bekezela}
ukube	uku{b}e
ukubhaka	uku{bhaka}
ukubhala	uku{bhala}
ukubhalelana	uku{bhalel}ana
ukubhalela	uku{bhalela}
ukubhalisa	uku{bhalisa}
ukubhalisela	uku{bhalisela}
ukubhaliswa	uku{bhaliswa}
ukubhalwa	uku{bhalwa}
ukubhekana	uku{bhek}ana
ukubheka	uku{bheka}
ukubhekela	uku{bhekela}
ukubhekelela	uku{bhekelela}
ukubhekelelwa	uku{bhekelelwa}
ukubhekelwa	uku{bhekelwa}
ukubonakala	uku{bonakala}
ukubonakalisa	uku{bonakalisa}
ukubonana	uku{bon}ana
ukubona	uku{bona}
ukubonelela	uku{bonelela}
ukubonelelwa	uku{bonelelwa}
ukubone	uku{bon}e
ukubonga	uku{bonga}
ukubonisana	uku{bonis}ana
ukubonisa	uku{bonisa}
ukuboniswa	uku{boniswa}
ukubonwa	uku{bonwa}
ukubumbana	uku{bumb}ana
ukubumba	uku{bumba}
ukubuswa	uku{buswa}
ukubuya	uku{buya}
ukubuye	uku{buy}e
ukucabanga	uku{cabanga}
ukucabangela	uku{cabangela}
ukucabangisisa	uku{cabangisisa}
ukucelela	uku{celela}
ukuchaza	uku{chaza}
ukuchazela	uku{chazela}
ukuchazwa	uku{chazwa}
ukuchitheka	uku{chitheka}
ukuchithela	uku{chithela}
ukucula	uku{cula}
ukudala	uku{dala}
ukudetshenziswa	uku{detshenziswa}
ukudinga	uku{dinga}
ukudingeka	uku{dingeka}
ukudlala	uku{dlala}
ukudla	uku{dla}
ukudlula	uku{dlula}
ukudlulela	uku{dlulela}
ukufakana	uku{fak}ana
ukufaka	uku{faka}
ukufakazela	uku{fakazela}
ukufakazi	uku{fa}kazi
ukufakela	uku{fakela}
ukufake	uku{fak}e
ukufana	uku{f}ana
ukufanela	uku{fanela}
ukufaneleka	uku{faneleka}
ukufanele	uku{fanel}e
ukufanelisa	uku{fanelisa}
ukufa	uku{fa}
ukufeza	uku{feza}
ukufezeka	uku{fezeka}
ukufika	uku{fika}
ukufikela	uku{fikela}
ukufikelela	uku{fikelela}
ukufinyelela	uku{finyelela}
ukufinyeleleka	uku{finyeleleka}
ukufinyelele	uku{finyelel}e
ukufinyelelwa	uku{finyelelwa}
ukufinyeza	uku{finyeza}
ukufunana	uku{fun}ana
ukufuna	uku{funa}
ukufunda	uku{funda}
ukufundela	uku{fundela}
ukufundisa	uku{fundisa}
ukufundiswa	uku{fundiswa}
ukufundwa	uku{fundwa}
ukufuneka	uku{funeka}
ukufunga	uku{funga}
ukufungiswa	uku{fungiswa}
ukufutha	uku{futha}
ukufutheka	uku{futheka}
ukuganga	uku{ganga}
ukugcina	uku{gcina}
ukugcineka	uku{gcineka}
ukugcine	uku{gcin}e
ukugcizelela	uku{gcizelela}
ukugcizelele	uku{gcizelel}e
ukugeza	uku{geza}
ukuguga	uku{guga}
ukugula	uku{gula}
ukugunda	uku{gunda}
ukuguquka	uku{guquka}
ukuguqukisa	uku{guqukisa}
ukugwema	uku{gwema}
ukuhambahamba	uku{hambahamba}
ukuhamba	uku{hamba}
ukuhambisana	uku{hambis}ana
ukuhambisani	uku{hambisani}
ukuhambisa	uku{hambisa}
ukuhlaba	uku{hlaba}
ukuhlabela	uku{hlabela}
ukuhlahla	uku{hlahla}
ukuhlakanipha	uku{hlakanipha}
ukuhlakazwa	uku{hlakazwa}
ukuhlala	uku{hlala}
ukuhlalela	uku{hlalela}
ukuhlale	uku{hlal}e
ukuhlalisana	uku{hlalis}ana
ukuhlangabezana	uku{hlangabez}ana
ukuhlangabeza	uku{hlangabeza}
ukuhlangana	uku{hlang}ana
ukuhlanganisa	uku{hlanganisa}
ukuhlanganiswa	uku{hlanganiswa}
ukuhlanza	uku{hlanza}
ukuhlanzeka	uku{hlanzeka}
ukuhleka	uku{hleka}
ukuhlela	uku{hlela}
ukuhleleka	uku{hleleka}
ukuhlelela	uku{hlelela}
ukuhlelelwa	uku{hlelelwa}
ukuhlelwa	uku{hlelwa}
ukuhlola	uku{hlola}
ukuhlolela	uku{hlolela}
ukuhlolelwa	uku{hlolelwa}
ukuhlolwa	uku{hlolwa}
ukuhlukahlukana	uku{hlukahluk}ana
ukuhlukana	uku{hluk}ana
ukuhlukaniswa	uku{hlukaniswa}
ukuhluleka	uku{hluleka}
ukuhluma	uku{hluma}
ukuhlunga	uku{hlunga}
ukuhlupha	uku{hlupha}
ukuhlupheka	uku{hlupheka}
ukujula	uku{jula}
ukukhala	uku{khala}
ukukhanda	uku{khanda}
ukukhandleka	uku{khandleka}
ukukhandwa	uku{khandwa}
ukukhangiswa	uku{khangiswa}
ukukhansela	uku{khansela}
ukukhathala	uku{khathala}
ukukhathalela	uku{khathalela}
ukukhetha	uku{khetha}
ukukhethelwa	uku{khethelwa}
ukukhethwa	uku{khethwa}
ukukhipha	uku{khipha}
ukukhishwa	uku{khishwa}
ukukhohlwa	uku{khohlwa}
ukukhokha	uku{khokha}
ukukholakala	uku{kholakala}
ukukholeka	uku{kholeka}
ukukholelwa	uku{kholelwa}
ukukholwa	uku{kholwa}
ukukholwe	uku{kholw}e
ukukhomba	uku{khomba}
ukukhombisa	uku{khombisa}
ukukhona	uku{khona}
ukukhubeka	uku{khubeka}
ukukhula	uku{khula}
ukukhulelwa	uku{khulelwa}
ukukhulula	uku{khulula}
ukukhululeka	uku{khululeka}
ukukhululwa	uku{khululwa}
ukukhuluma	uku{khuluma}
ukukhulumela	uku{khulumela}
ukukhulumisana	uku{khulumis}ana
ukukhulunywa	uku{khulunywa}
ukukhuluphala	uku{khuluphala}
ukukhumbula	uku{khumbula}
ukukhumbule	uku{khumbul}e
ukukhumbuza	uku{khumbuza}
ukukhuphuka	uku{khuphuka}
ukukhuphukisa	uku{khuphukisa}
ukukhuphula	uku{khuphula}
ukukhuthala	uku{khuthala}
ukukhuthaza	uku{khuthaza}
ukukhuthazwa	uku{khuthazwa}
ukukubeka	uku{kubeka}
ukukubhalisa	uku{kubhalisa}
ukukubheka	uku{kubheka}
ukukubona	uku{kubona}
ukukuchaza	uku{kuchaza}
ukukugcina	uku{kugcina}
ukukukhombisa	uku{kukhombisa}
ukukuqinisa	uku{kuqinisa}
ukukusebenzisa	uku{kusebenzisa}
ukukushongaphambi	uku{kushongaphambi}
ukukusho	uku{kusho}
ukukuthola	uku{kuthola}
ukukutholela	uku{kutholela}
ukukutshela	uku{kutshela}
ukukuxoxa	uku{kuxoxa}
ukukuxoxela	uku{kuxoxela}
ukukuzwa	uku{kuzwa}
ukukwazi	uku{kwazi}
ukukwenza	uku{kwenza}
ukukwenzela	uku{kwenzela}
ukukwethula	uku{kwethula}
ukulala	uku{lala}
ukulandela	uku{landela}
ukulekelela	uku{lekelela}
ukuletha	uku{letha}
ukulethela	uku{lethela}
ukuleza	uku{leza}
ukulindela	uku{lindela}
ukulindele	uku{lindel}e
ukulinyeza	uku{linyeza}
ukulisebenzisa	uku{lisebenzisa}
ukulukhuluma	uku{lukhuluma}
ukululeka	uku{luleka}
ukululekela	uku{lulekela}
ukuluma	uku{luma}
ukulumeni	uku{lumeni}
ukulunganisa	uku{lunganisa}
ukulunga	uku{lunga}
ukulungela	uku{lungela}
ukulungele	uku{lungel}e
ukulungisa	uku{lungisa}
ukulungisela	uku{lungisela}
ukulungiselela	uku{lungiselela}
ukulungiselelwa	uku{lungiselelwa}
ukulungiselwa	uku{lungiselwa}
ukulungiswa	uku{lungiswa}
ukulunywa	uku{lunywa}
ukulusebenzisa	uku{lusebenzisa}
ukuluthola	uku{luthola}
ukuma	uku{ma}
ukumbona	uku{mbona}
ukumbulala	uku{mbulala}
ukumbuza	uku{mbuza}
ukumela	uku{mela}
ukumeleka	uku{meleka}
ukumelela	uku{melela}
ukumeleleka	uku{meleleka}
ukumelelwa	uku{melelwa}
ukumele	uku{mel}e
ukumemeza	uku{memeza}
ukumisa	uku{misa}
ukumlandela	uku{mlandela}
ukumphelela	uku{mphelela}
ukumsebenzisa	uku{msebenzisa}
ukumshaya	uku{mshaya}
ukumthola	uku{mthola}
ukumtshela	uku{mtshela}
ukunakwa	ukunakw{a}
ukungabambisani	ukun{gabambisani}
ukungabaza	ukun{gabaza}
ukungabikhona	ukun{gabikhona}
ukungafundi	ukun{gafundi}
ukungafuni	ukun{gafuni}
ukungahambisani	ukun{gahambisani}
ukungahambi	ukun{gahambi}
ukungahlali	ukun{gahlali}
ukungakhethi	ukun{gakhethi}
ukungakhishwa	ukun{gakhishwa}
ukungakhululeki	ukun{gakhululeki}
ukungakwazi	ukun{gakwazi}
ukungaphathi	ukun{gaphathi}
ukungaphathwa	ukun{gaphathwa}
ukungaphili	ukun{gaphili}
ukungaphindi	ukun{gaphindi}
ukungaphumeleli	ukun{gaphumeleli}
ukungaphumeli	ukun{gaphumeli}
ukungaqini	ukun{gaqini}
ukungasebenzisani	ukun{gasebenzisani}
ukungasebenzisi	ukun{gasebenzisi}
ukungasebenzi	ukun{gasebenzi}
ukungasentshenziswa	ukun{gasentshenziswa}
ukungasetshenziswa	ukun{gasetshenziswa}
ukungasho	ukun{gasho}
ukungathathi	ukun{gathathi}
ukungathathwa	ukun{gathathwa}
ukungathembani	ukun{gathembani}
ukungatholakali	ukun{gatholakali}
ukungatholi	ukun{gatholi}
ukungathuthukiswa	ukun{gathuthukiswa}
ukungathuthuki	ukun{gathuthuki}
ukunga	ukun{ga}
ukungazibhali	ukun{gazibhali}
ukungaziphathi	ukun{gaziphathi}
ukungazi	ukun{gazi}
ukungcola	ukun{gcola}
ukungeluleka	ukun{geluleka}
ukungena	ukun{gena}
ukungenelela	ukun{genelela}
ukungenwa	ukun{genwa}
ukungenza	ukun{genza}
ukungenzi	ukun{genzi}
ukungenziwa	ukun{genziwa}
ukungeza	ukun{geza}
ukungezeka	ukun{gezeka}
ukungezelela	ukun{gezelela}
ukungezwa	ukun{gezwa}
ukungibona	ukun{gibona}
ukungibuza	ukun{gibuza}
ukungiphekela	ukun{giphekela}
ukungithanda	ukun{githanda}
ukungitshela	ukun{gitshela}
ukunika	ukunik{a}
ukunikela	ukunik{ela}
ukunikelela	ukunik{elela}
ukunikeza	ukunik{eza}
ukunikezela	ukunik{ezela}
ukunikwa	ukunikw{a}
ukuninga	ukunin{ga}
ukuphaka	uku{phaka}
ukuphakela	uku{phakela}
ukuphambana	uku{phamb}ana
ukuphapha	uku{phapha}
ukuphatha	uku{phatha}
ukuphatheka	uku{phatheka}
ukuphathwa	uku{phathwa}
ukupha	uku{pha}
ukuphawula	uku{phawula}
ukuphefumula	uku{phefumula}
ukupheka	uku{pheka}
ukuphela	uku{phela}
ukuphelela	uku{phelela}
ukuphelelwa	uku{phelelwa}
ukupheleni	uku{pheleni}
ukupheliswa	uku{pheliswa}
ukuphendula	uku{phendula}
ukuphenduleka	uku{phenduleka}
ukuphendulela	uku{phendulela}
ukuphendulwa	uku{phendulwa}
ukuphepha	uku{phepha}
ukuphetha	uku{phetha}
ukuphethwa	uku{phethwa}
ukuphikelela	uku{phikelela}
ukuphikile	uku{phik}ile
ukuphikisana	uku{phikis}ana
ukuphikisa	uku{phikisa}
ukuphikiswa	uku{phikiswa}
ukuphila	uku{phila}
ukuphilisana	uku{philis}ana
ukuphindaphinda	uku{phindaphinda}
ukuphinda	uku{phinda}
ukuphindeka	uku{phindeka}
ukuphindela	uku{phindela}
ukuphinde	uku{phind}e
ukuphindisela	uku{phindisela}
ukuphindiselwa	uku{phindiselwa}
ukuphindwa	uku{phindwa}
ukuphi	uku{phi}
ukuphola	uku{phola}
ukuphuka	uku{phuka}
ukuphula	uku{phula}
ukuphuma	uku{phuma}
ukuphumela	uku{phumela}
ukuphumelela	uku{phumelela}
ukuphumelelisa	uku{phumelelisa}
ukuphumelisa	uku{phumelisa}
ukuphumula	uku{phumula}
ukuphupha	uku{phupha}
ukuphutha	uku{phutha}
ukuphuthuma	uku{phuthuma}
ukuphuza	uku{phuza}
ukuqala	uku{qala}
ukuqale	uku{qal}e
ukuqalwa	uku{qalwa}
ukuqapha	uku{qapha}
ukuqaphela	uku{qaphela}
ukuqapheleka	uku{qapheleka}
ukuqaphele	uku{qaphel}e
ukuqaphelisa	uku{qaphelisa}
ukuqeda	uku{qeda}
ukuqedela	uku{qedela}
ukuqedelela	uku{qedelela}
ukuqeqesha	uku{qeqesha}
ukuqeqesheka	uku{qeqesheka}
ukuqeqeshelwa	uku{qeqeshelwa}
ukuqeqeshwa	uku{qeqeshwa}
ukuqeqeshwe	uku{qeqeshw}e
ukuqhamuka	uku{qhamuka}
ukuqhatha	uku{qhatha}
ukuqhuba	uku{qhuba}
ukuqhubeka	uku{qhubeka}
ukuqhubekela	uku{qhubekela}
ukuqhubela	uku{qhubela}
ukuqhudelana	uku{qhudel}ana
ukuqikelela	uku{qikelela}
ukuqikelelwa	uku{qikelelwa}
ukuqina	uku{qina}
ukuqiniseka	uku{qiniseka}
ukuqinisela	uku{qinisela}
ukuqiniswa	uku{qiniswa}
ukuqoka	uku{qoka}
ukuqokwa	uku{qokwa}
ukuqoma	uku{qoma}
ukuqondana	uku{qond}ana
ukuqonda	uku{qonda}
ukuqonde	uku{qond}e
ukuqondisa	uku{qondisa}
ukuqondisisa	uku{qondisisa}
ukuqondiswa	uku{qondiswa}
ukuqoqa	uku{qoqa}
ukusalela	uku{salela}
ukusa	uku{sa}
ukusebenzana	uku{sebenz}ana
ukusebenza	uku{sebenza}
ukusebenzelana	uku{sebenzel}ana
ukusebenzela	uku{sebenzela}
ukusebenzisana	uku{sebenzis}ana
ukusebenzisa	uku{sebenzisa}
ukusebenziseka	uku{sebenziseka}
ukusebenzisela	uku{sebenzisela}
ukusebenzise	uku{sebenzis}e
ukusebenziswa	uku{sebenziswa}
ukusebenzi	uku{sebenzi}
ukusekela	uku{sekela}
ukusekele	uku{sekel}e
ukusenga	uku{senga}
ukusentshenziswa	uku{sentshenziswa}
ukusentshenzwa	uku{sentshenzwa}
ukusenza	uku{senza}
ukusetshenzisa	uku{setshenzisa}
ukusetshenziselwa	uku{setshenziselwa}
ukusetshenziswa	uku{setshenziswa}
ukusetshenziswe	uku{setshenzisw}e
ukusetshenzwa	uku{setshenzwa}
ukusha	uku{sha}
ukushayana	uku{shay}ana
ukushaya	uku{shaya}
ukushayeka	uku{shayeka}
ukushayela	uku{shayela}
ukushaywa	uku{shaywa}
ukushesha	uku{shesha}
ukushindlela	uku{shindlela}
ukushintshana	uku{shintsh}ana
ukushintsha	uku{shintsha}
ukushintshela	uku{shintshela}
ukushintshelwa	uku{shintshelwa}
ukushiwo	uku{shiwo}
ukushiya	uku{shiya}
ukushona	uku{shona}
ukusho	uku{sho}
ukusibona	uku{sibona}
ukusifunda	uku{sifunda}
ukusigcina	uku{sigcina}
ukusikhumbuza	uku{sikhumbuza}
ukusinda	uku{sinda}
ukusisebenzisa	uku{sisebenzisa}
ukusithela	uku{sithela}
ukusithola	uku{sithola}
ukusithuthukisa	uku{sithuthukisa}
ukusitshela	uku{sitshela}
ukusizakala	uku{sizakala}
ukusiza	uku{siza}
ukusizwa	uku{sizwa}
ukusondela	uku{sondela}
ukusuka	uku{suka}
ukusukela	uku{sukela}
ukusukuma	uku{sukuma}
ukusukumela	uku{sukumela}
ukusungulwa	uku{sungulwa}
ukususwa	uku{suswa}
ukuswelakala	uku{swelakala}
ukuswela	uku{swela}
ukusweleka	uku{sweleka}
ukuthamba	uku{thamba}
ukuthambisa	uku{thambisa}
ukuthandabuza	uku{thandabuza}
ukuthandana	uku{thand}ana
ukuthanda	uku{thanda}
ukuthatha	uku{thatha}
ukuthathelana	uku{thathel}ana
ukuthathela	uku{thathela}
ukuthathelwa	uku{thathelwa}
ukuthathephi	uku{thathephi}
ukuthathe	uku{thath}e
ukuthathwa	uku{thathwa}
ukuthela	uku{thela}
ukutheleka	uku{theleka}
ukuthelelana	uku{thelel}ana
ukuthelela	uku{thelela}
ukutheleleka	uku{theleleka}
ukuthelwa	uku{thelwa}
ukuthembeka	uku{thembeka}
ukuthetha	uku{thetha}
ukuthethwa	uku{thethwa}
ukuthini	uku{thini}
ukuthintana	uku{thint}ana
ukuthintela	uku{thintela}
ukuthi	uku{thi}
ukuthiwonke	uku{thiwonk}e
ukuthokoza	uku{thokoza}
ukuthokozela	uku{thokozela}
ukutholakala	uku{tholakala}
ukuthola	uku{thola}
ukutholela	uku{tholela}
ukuthole	uku{thol}e
ukutholile	uku{thol}ile
ukutholisa	uku{tholisa}
ukutholwa	uku{tholwa}
ukutho	uku{tho}
ukuthuka	uku{thuka}
ukuthukiswa	uku{thukiswa}
ukuthukuthela	uku{thukuthela}
ukuthukutheliswa	uku{thukutheliswa}
ukuthula	uku{thula}
ukuthulula	uku{thulula}
ukuthuma	uku{thuma}
ukuthumela	uku{thumela}
ukuthungatha	uku{thungatha}
ukuthunga	uku{thunga}
ukuthunywa	uku{thunywa}
ukuthutha	uku{thutha}
ukuthuthela	uku{thuthela}
ukuthutheleka	uku{thutheleka}
ukuthuthuka	uku{thuthuka}
ukuthuthukisa	uku{thuthukisa}
ukuthuthukiswa	uku{thuthukiswa}
ukuthuthwa	uku{thuthwa}
ukuthu	uku{thu}
ukuthwala	uku{thwala}
ukutshela	uku{tshela}
ukutsheleka	uku{tsheleka}
ukutsheleni	uku{tsheleni}
ukutshele	uku{tshel}e
ukutshelwa	uku{tshelwa}
ukutshengisa	uku{tshengisa}
ukutshenziswa	uku{tshenziswa}
ukuvala	uku{vala}
ukuvaleka	uku{valeka}
ukuvalelisa	uku{valelisa}
ukuvalelwa	uku{valelwa}
ukuvalwa	uku{valwa}
ukuvela	uku{vela}
ukuvelela	uku{velela}
ukuvele	uku{vel}e
ukuveza	uku{veza}
ukuvezwa	uku{vezwa}
ukuvuka	uku{vuka}
ukuvula	uku{vula}
ukuvuleka	uku{vuleka}
ukuvulwa	uku{vulwa}
ukuvuma	uku{vuma}
ukuvumelana	uku{vumel}ana
ukuvumela	uku{vumela}
ukuvumeleka	uku{vumeleka}
ukuvumelwana	uku{vumelw}ana
ukuwasebenzisa	uku{wasebenzisa}
ukuwenza	uku{wenza}
ukuxhumana	uku{xhum}ana
ukuxhumanisa	uku{xhumanisa}
ukuxhuma	uku{xhuma}
ukuxhumaxhuma	uku{xhumaxhuma}
ukuxoxa	uku{xoxa}
ukuxoxwa	uku{xoxwa}
ukuyalwa	uku{yalwa}
ukuya	uku{ya}
ukuyazi	uku{yazi}
ukuyenza	uku{yenza}
ukuyibheka	uku{yibheka}
ukuyibona	uku{yibona}
ukuyifunda	uku{yifunda}
ukuyigcina	uku{yigcina}
ukuyikhohlwa	uku{yikhohlwa}
ukuyikhuluma	uku{yikhuluma}
ukuyilandela	uku{yilandela}
ukuyilungiselela	uku{yilungiselela}
ukuyiphatha	uku{yiphatha}
ukuyiphendula	uku{yiphendula}
ukuyisebenzisa	uku{yisebenzisa}
ukuyisetshenzisa	uku{yisetshenzisa}
ukuyishaya	uku{yishaya}
ukuyisho	uku{yisho}
ukuyithanda	uku{yithanda}
ukuyithatha	uku{yithatha}
ukuyithola	uku{yithola}
ukuyitshela	uku{yitshela}
ukuyizwa	uku{yizwa}
ukuyobheka	uku{yobheka}
ukuyobona	uku{yobona}
ukuyofunda	uku{yofunda}
ukuyohlala	uku{yohlala}
ukuyohlolwa	uku{yohlolwa}
ukuyokwenza	uku{yokwenza}
ukuyosebenza	uku{yosebenza}
ukuyothola	uku{yothola}
ukuzala	uku{zala}
ukuzama	uku{zama}
ukuza	uku{za}
ukuze	uku{z}e
ukuzibamba	uku{zibamba}
ukuzibhala	uku{zibhala}
ukuzibhalela	uku{zibhalela}
ukuzibheka	uku{zibheka}
ukuzibona	uku{zibona}
ukuzibonela	uku{zibonela}
ukuzibuza	uku{zibuza}
ukuzicabangela	uku{zicabangela}
ukuzifunda	uku{zifunda}
ukuzifundela	uku{zifundela}
ukuzifundisa	uku{zifundisa}
ukuzihlelela	uku{zihlelela}
ukuzihlola	uku{zihlola}
ukuzikhandla	uku{zikhandla}
ukuzikhulula	uku{zikhulula}
ukuzikhumbuza	uku{zikhumbuza}
ukuzimisela	uku{zimisela}
ukuzindela	uku{zindela}
ukuzindla	uku{zindla}
ukuziphathanjengofundayo	uku{ziphathanjengofundayo}
ukuziphatha	uku{ziphatha}
ukuziphathela	uku{ziphathela}
ukuziphekela	uku{ziphekela}
ukuziphendula	uku{ziphendula}
ukuziphendulela	uku{ziphendulela}
ukuzisebenza	uku{zisebenza}
ukuzisebenzela	uku{zisebenzela}
ukuzisebenzisa	uku{zisebenzisa}
ukuzisebenzisela	uku{zisebenzisela}
ukuzishaya	uku{zishaya}
ukuzithatha	uku{zithatha}
ukuzithathela	uku{zithathela}
ukuzithemba	uku{zithemba}
ukuzithethelela	uku{zithethelela}
ukuzithola	uku{zithola}
ukuzitholela	uku{zitholela}
ukuzithuthukisa	uku{zithuthukisa}
ukuzivala	uku{zivala}
ukuzivikela	uku{zivikela}
ukuzivumela	uku{zivumela}
ukuzobheka	uku{zobheka}
ukuzohlala	uku{zohlala}
ukuzokhuluma	uku{zokhuluma}
ukuzokwenza	uku{zokwenza}
ukuzokwethula	uku{zokwethula}
ukuzothatha	uku{zothatha}
ukuzwakala	uku{zwakala}
ukuzwana	uku{zw}ana
ukuzwa	uku{zwa}
ukuzwela	uku{zwela}
ukuzwe	uku{zw}e
ukwabiwa	ukwa{biwa}
ukwakha	ukwa{kha}
ukwakhiwa	ukwa{khiwa}
ukwala	ukwa{la}
ukwaziswa	ukwa{ziswa}
ukwazi	ukwa{zi}
ukwaziwa	ukwa{ziwa}
ukweboleka	ukw{eboleka}
ukwedelela	ukw{edelela}
ukwedlula	ukw{edlula}
ukwedlulela	ukw{edlulela}
ukwedlulisela	ukw{edlulisela}
ukwehlukana	ukw{ehluk}ana
ukwehluka	ukw{ehluka}
ukwehluleka	ukw{ehluleka}
ukwelulekana	ukw{elulek}ana
ukweluleka	ukw{eluleka}
ukwelulwa	ukw{elulwa}
ukwendlala	ukw{endlala}
ukwendlalela	ukw{endlalela}
ukweneka	ukw{eneka}
ukwenzani	ukw{enzani}
ukwenza	ukw{enza}
ukwenzeka	ukw{enzeka}
ukwenzelana	ukw{enzel}ana
ukwenzela	ukw{enzela}
ukwenzelela	ukw{enzelela}
ukwenze	ukw{enz}e
ukwenziwa	ukw{enziwa}
ukwesaba	ukw{esaba}
ukwethekela	ukw{ethekela}
ukwethemba	ukw{ethemba}
ukwethembeka	ukw{ethembeka}
ukwethuka	ukw{ethuka}
ukwethula	ukw{ethula}
ulalele	u{lalel}e
ulale	u{lal}e
ulapha	u{lapha}
ulena	u{lena}
ulethe	u{leth}e
ulimi	uli{mi}
ulinde	uli{nd}e
uliphinde	uli{phind}e
ulisebenzisa	uli{sebenzisa}
ulokhu	u{lokhu}
uluthi	ulu{thi}
ulwandle	ulw{andle}
ulwazi	ulw{azi}
ulwimi	ulw{imi}
umakhweyana	uma{khwey}ana
umakoti	uma{koti}
umalokazana	uma{lokaz}ana
umama	uma{ma}
umame	uma{me}
umandela	uma{ndela}
umane	u{m}ane
umasipala	uma{sipala}
uma	um{a}
umbala	um{bala}
umbango	um{bango}
umbani	{umb}ani
umbhali	um{bhali}
umbiko	um{biko}
umbize	um{biz}e
umbone	um{bon}e
umbono	um{bono}
umbuzo	um{buzo}
umcabango	um{cabango}
umcebo	um{cebo}
umdlalo	um{dlalo}
umdlandla	um{dlandla}
umehluko	ume{hluko}
umendo	ume{ndo}
ume	um{e}
umfana	um{f}ana
umfazi	um{fazi}
umfo	um{fo}
umfowethu	um{fowethu}
umfula	um{fula}
umfundise	um{fundis}e
umfundisile	um{fundis}ile
umfundisi	um{fundisi}
umfundi	um{fundi}
umgcagco	um{gcagco}
umgodlagodla	um{godlagodla}
umgomo	um{gomo}
umgozi	um{gozi}
umgwamanda	um{gwamanda}
umhlabathi	um{hlabathi}
umhlaba	um{hlaba}
umhlahlandlela	um{hlahlandlela}
umhlalaphansi	um{hlalaphansi}
umhlangana	um{hlang}ana
umhlangano	um{hlangano}
umhlanga	um{hlanga}
umhlathi	um{hlathi}
umhlobo	um{hlobo}
umhloli	um{hloli}
umkakhe	um{kakh}e
umkakho	um{kakho}
umkami	um{kami}
umkhakha	um{khakha}
umkhandlu	um{khandlu}
umkhathi	um{khathi}
umkhaya	um{khaya}
umkhombandlela	um{khombandlela}
umkhondo	um{khondo}
umkhongi	um{khongi}
umkhonto	um{khonto}
umkhuba	um{khuba}
umkhuleko	um{khuleko}
umkhulumeli	um{khulumeli}
umkhulumi	um{khulumi}
umkhulungwane	um{khulungw}ane
umkhulu	um{khulu}
umkhwenyana	um{khweny}ana
umklomelo	um{klomelo}
umlaleli	um{laleli}
umlando	um{lando}
umlenze	um{lenz}e
umlilo	um{lilo}
umlingiswa	um{lingiswa}
umlolozelo	um{lolozelo}
umlomo	um{lomo}
umlungisele	um{lungisel}e
umlungu	um{lungu}
umncane	um{nc}ane
umndeni	um{ndeni}
umngane	um{ng}ane
umngxongo	um{ngxongo}
umnikazi	um{ni}kazi
umnotho	um{notho}
umntanakho	um{ntanakho}
umntanami	um{ntanami}
umntwana	um{ntw}ana
umnumzane	um{numz}ane
umnyango	um{nyango}
umonakalo	um{onakalo}
umotwana	um{otw}ana
umoya	um{oya}
umphakathi	um{phakathi}
umphathisihlalo	um{phathisihlalo}
umphathisikole	um{phathisikol}e
umphathi	um{phathi}
umphefumulo	um{phefumulo}
umphendulo	um{phendulo}
umphumela	um{phumela}
umqondo	um{qondo}
umsebeni	um{sebeni}
umsebenzini	um{sebenzini}
umsebenzisi	um{sebenzisi}
umsebenzi	um{sebenzi}
umsebenziwakho	um{sebenziwakho}
umshado	um{shado}
umsindo	um{sindo}
umsingathi	um{singathi}
umthakathi	um{thakathi}
umthelela	um{thelela}
umthelelo	um{thelelo}
umthethonkambiso	um{thethonkambiso}
umthethosisekelo	um{thethosisekelo}
umthetho	um{thetho}
umthethwa	um{thethwa}
umthimba	um{thimba}
umthola	um{thola}
umthole	um{thol}e
umthombo	um{thombo}
umthwalo	um{thwalo}
umtshela	um{tshela}
umtshelela	um{tshelela}
umtshele	um{tshel}e
umtshelile	um{tshel}ile
umuntu	umu{ntu}
